order_number,sales_channel,warehouse_code,warehouse_branch_code,warehouse_location,store_location,store_id,store_branch_id,customer_id,customer_gender,product_id,product_category,product_type,payment_type,procured_date,procured_date_year,procured_date_month,order_date,order_date_year,order_date_month,ship_date,ship_date_year,ship_date_month,delivery_date,delivery_date_year,delivery_date_month,salesteam_id,salesteam_category,salesteam_name,order_quantity,discount_applied,unit_cost,unit_price,sale_price,profit,holding_cost
16658,In-Store,0,0,null,"Houston, TX",1126,1001,905,Male,5819,111,Fashion accessories,Credit Card,2022-07-13,2022,7,2022-07-19,2022,7,2022-07-23,2022,7,2022-07-24,2022,7,5819,6,Team Dynamo,6,0.05,1101.68,1748.70,1661.27,559.59,7
16680,In-Store,0,0,null,"Houston, TX",1127,1001,1041,Male,5820,111,Fashion accessories,Credit Card,2020-03-22,2020,3,2020-03-29,2020,3,2020-04-07,2020,4,2020-04-10,2020,4,5820,6,Team Dynamo,5,0.08,804.80,958.10,886.24,81.44,4
16683,In-Store,0,0,null,"Houston, TX",1128,1001,1054,Female,5821,111,Fashion accessories,Ewallet,2021-06-19,2021,6,2021-07-13,2021,7,2021-07-20,2021,7,2021-07-24,2021,7,5821,6,Team Dynamo,8,0.08,4289.41,5875.90,5435.21,1145.80,3
16684,In-Store,0,0,null,"Houston, TX",1129,1001,1056,Female,5822,111,Fashion accessories,Cash,2021-12-22,2021,12,2022-01-18,2022,1,2022-01-23,2022,1,2022-01-30,2022,1,5822,6,Team Dynamo,1,0.15,736.87,944.70,803.00,66.13,4
16690,In-Store,0,0,null,"Houston, TX",1130,1001,1076,Male,5823,111,Fashion accessories,Ewallet,2020-11-01,2020,11,2020-11-12,2020,11,2020-11-16,2020,11,2020-11-21,2020,11,5823,6,Team Dynamo,7,0.08,794.55,1185.90,1096.96,302.41,6
16756,In-Store,0,0,null,"Los Angeles, CA",1131,2001,1514,Female,5824,111,Fashion accessories,Cash,2022-10-06,2022,10,2022-10-12,2022,10,2022-10-22,2022,10,2022-11-01,2022,11,5824,6,Team Dynamo,2,0.20,205.02,241.20,192.96,-12.06,5
16807,In-Store,0,0,null,"Los Angeles, CA",1132,2001,1900,Male,5825,111,Fashion accessories,Ewallet,2021-08-26,2021,8,2021-09-02,2021,9,2021-09-08,2021,9,2021-09-10,2021,9,5825,6,Team Dynamo,5,0.15,740.35,871.00,740.35,0.00,9
16830,In-Store,0,0,null,"Los Angeles, CA",1133,2001,2026,Female,5826,111,Fashion accessories,Ewallet,2022-05-13,2022,5,2022-06-03,2022,6,2022-06-08,2022,6,2022-06-12,2022,6,5826,6,Team Dynamo,1,0.05,1776.44,3289.70,3125.22,1348.78,8
16839,In-Store,0,0,null,"Los Angeles, CA",1134,2001,2071,Male,5827,111,Fashion accessories,Cash,2020-04-24,2020,4,2020-05-05,2020,5,2020-05-07,2020,5,2020-05-14,2020,5,5827,6,Team Dynamo,1,0.15,4338.25,6197.50,5267.88,929.63,3
16850,In-Store,0,0,null,"Los Angeles, CA",1135,2001,2142,Female,5828,111,Fashion accessories,Credit Card,2021-06-30,2021,6,2021-07-23,2021,7,2021-08-02,2021,8,2021-08-06,2021,8,5828,6,Team Dynamo,4,0.20,1422.34,2003.30,1602.64,180.30,4
16864,In-Store,0,0,null,"Seattle, WA",1136,3001,2194,Male,5829,111,Fashion accessories,Cash,2022-01-24,2022,1,2022-01-28,2022,1,2022-01-31,2022,1,2022-02-14,2022,2,5829,6,Team Dynamo,7,0.15,116.71,174.20,148.07,31.36,9
16914,In-Store,0,0,null,"Seattle, WA",1137,3001,2515,Female,5830,111,Fashion accessories,Cash,2020-06-16,2020,6,2020-06-26,2020,6,2020-07-04,2020,7,2020-07-15,2020,7,5830,6,Team Dynamo,8,0.08,2215.02,3886.00,3594.55,1379.53,1
16939,In-Store,0,0,null,"Seattle, WA",1138,3001,2726,Female,5831,111,Fashion accessories,Cash,2021-03-30,2021,3,2021-04-10,2021,4,2021-04-12,2021,4,2021-04-18,2021,4,5831,6,Team Dynamo,8,0.05,1170.09,1983.20,1884.04,713.95,5
16951,In-Store,0,0,null,"Seattle, WA",1139,3001,2812,Male,5832,111,Fashion accessories,Credit Card,2021-06-06,2021,6,2021-06-13,2021,6,2021-06-14,2021,6,2021-06-15,2021,6,5832,6,Team Dynamo,7,0.05,1739.66,3865.90,3672.61,1932.95,2
16972,In-Store,0,0,null,"Seattle, WA",1140,3001,2905,Male,5833,111,Fashion accessories,Cash,2021-11-13,2021,11,2021-12-09,2021,12,2021-12-10,2021,12,2021-12-11,2021,12,5833,6,Team Dynamo,1,0.05,824.10,1005.00,954.75,130.65,7
16989,In-Store,0,0,null,"Seattle, WA",1141,3001,3048,Female,5834,111,Fashion accessories,Cash,2021-07-04,2021,7,2021-07-13,2021,7,2021-07-18,2021,7,2021-07-23,2021,7,5834,6,Team Dynamo,5,0.05,3763.12,5701.70,5416.62,1653.50,9
17009,In-Store,0,0,null,"Seattle, WA",1142,3001,3154,Male,5835,111,Fashion accessories,Ewallet,2021-09-20,2021,9,2021-09-24,2021,9,2021-09-28,2021,9,2021-10-02,2021,10,5835,6,Team Dynamo,2,0.08,2234.45,3852.50,3563.56,1329.11,7
17014,In-Store,0,0,null,"Seattle, WA",1143,3001,3202,Female,5836,111,Fashion accessories,Credit Card,2022-03-15,2022,3,2022-03-25,2022,3,2022-03-31,2022,3,2022-04-09,2022,4,5836,6,Team Dynamo,7,0.08,654.46,991.60,917.23,262.77,4
17020,In-Store,0,0,null,"Seattle, WA",1144,3001,3224,Male,5837,111,Fashion accessories,Ewallet,2020-05-30,2020,5,2020-06-04,2020,6,2020-06-14,2020,6,2020-06-16,2020,6,5837,6,Team Dynamo,1,0.15,603.00,1005.00,854.25,251.25,5
17027,In-Store,0,0,null,"Seattle, WA",1145,3001,3268,Male,5838,111,Fashion accessories,Ewallet,2022-05-18,2022,5,2022-05-24,2022,5,2022-05-27,2022,5,2022-05-30,2022,5,5838,6,Team Dynamo,2,0.08,1392.93,1989.90,1840.66,447.73,9
17029,In-Store,0,0,null,"Seattle, WA",1146,3001,3270,Male,5839,111,Fashion accessories,Credit Card,2020-12-21,2020,12,2021-01-19,2021,1,2021-01-24,2021,1,2021-01-31,2021,1,5839,6,Team Dynamo,8,0.05,762.80,1105.50,1050.23,287.43,7
17067,In-Store,0,0,null,"Houston, TX",1147,1001,180,Male,5840,222,Food and beverages,Cash,2020-04-27,2020,4,2020-05-26,2020,5,2020-05-30,2020,5,2020-06-09,2020,6,5840,6,Team Dynamo,1,0.20,76.92,187.60,150.08,73.16,8
17068,In-Store,0,0,null,"Houston, TX",1148,1001,182,Female,5841,222,Food and beverages,Credit Card,2021-12-14,2021,12,2021-12-25,2021,12,2021-12-28,2021,12,2022-01-12,2022,1,5841,6,Team Dynamo,6,0.08,493.12,1072.00,991.60,498.48,3
17074,In-Store,0,0,null,"Houston, TX",1149,1001,234,Female,5842,222,Food and beverages,Credit Card,2022-02-27,2022,2,2022-03-07,2022,3,2022-03-09,2022,3,2022-03-10,2022,3,5842,6,Team Dynamo,7,0.05,689.56,830.80,789.26,99.70,4
17119,In-Store,0,0,null,"Houston, TX",1150,1001,490,Female,5843,222,Food and beverages,Credit Card,2021-01-31,2021,1,2021-02-25,2021,2,2021-03-02,2021,3,2021-03-14,2021,3,5843,6,Team Dynamo,2,0.15,1606.66,2921.20,2483.02,876.36,6
17133,In-Store,0,0,null,"Houston, TX",1151,1001,565,Female,5844,222,Food and beverages,Credit Card,2021-06-20,2021,6,2021-07-04,2021,7,2021-07-07,2021,7,2021-07-16,2021,7,5844,6,Team Dynamo,7,0.20,660.29,904.50,723.60,63.31,6
17159,In-Store,0,0,null,"Houston, TX",1152,1001,699,Female,5845,222,Food and beverages,Credit Card,2021-06-24,2021,6,2021-07-22,2021,7,2021-07-28,2021,7,2021-08-09,2021,8,5845,6,Team Dynamo,3,0.15,642.80,783.90,666.32,23.52,3
17165,In-Store,0,0,null,"Houston, TX",1153,1001,731,Male,5846,222,Food and beverages,Ewallet,2022-11-04,2022,11,2022-11-29,2022,11,2022-11-30,2022,11,2022-12-15,2022,12,5846,6,Team Dynamo,2,0.20,4625.68,5782.10,4625.68,0.00,5
17178,In-Store,0,0,null,"Houston, TX",1154,1001,805,Male,5847,222,Food and beverages,Ewallet,2022-11-29,2022,11,2022-12-28,2022,12,2023-01-02,2023,1,2023-01-10,2023,1,5847,6,Team Dynamo,7,0.05,571.18,1038.50,986.58,415.40,5
17188,In-Store,0,0,null,"Houston, TX",1155,1001,887,Female,5848,222,Food and beverages,Cash,2021-10-20,2021,10,2021-10-28,2021,10,2021-11-06,2021,11,2021-11-13,2021,11,5848,6,Team Dynamo,8,0.10,2636.72,6277.90,5650.11,3013.39,10
17210,In-Store,0,0,null,"Houston, TX",1156,1001,1032,Male,5849,222,Food and beverages,Cash,2021-03-06,2021,3,2021-03-26,2021,3,2021-04-01,2021,4,2021-04-07,2021,4,5849,6,Team Dynamo,4,0.10,1397.62,1996.60,1796.94,399.32,4
17218,In-Store,0,0,null,"Los Angeles, CA",1157,2001,1093,Female,5850,222,Food and beverages,Credit Card,2021-10-06,2021,10,2021-10-15,2021,10,2021-10-20,2021,10,2021-10-28,2021,10,5850,6,Team Dynamo,2,0.05,912.00,1112.20,1056.59,144.59,8
17242,In-Store,0,0,null,"Los Angeles, CA",1158,2001,1235,Male,5851,222,Food and beverages,Cash,2021-06-13,2021,6,2021-07-10,2021,7,2021-07-19,2021,7,2021-08-01,2021,8,5851,6,Team Dynamo,1,0.05,571.18,1038.50,986.58,415.40,6
17268,In-Store,0,0,null,"Los Angeles, CA",1159,2001,1405,Male,5852,222,Food and beverages,Credit Card,2022-05-11,2022,5,2022-05-31,2022,5,2022-06-02,2022,6,2022-06-09,2022,6,5852,6,Team Dynamo,4,0.10,435.03,1011.70,910.53,475.50,4
17292,In-Store,0,0,null,"Los Angeles, CA",1160,2001,1534,Female,5853,222,Food and beverages,Ewallet,2021-07-26,2021,7,2021-08-06,2021,8,2021-08-08,2021,8,2021-08-22,2021,8,5853,6,Team Dynamo,1,0.30,1686.26,3832.40,2682.68,996.42,10
17300,In-Store,0,0,null,"Los Angeles, CA",1161,2001,1593,Male,5854,222,Food and beverages,Cash,2020-08-18,2020,8,2020-08-20,2020,8,2020-08-27,2020,8,2020-09-05,2020,9,5854,6,Team Dynamo,5,0.15,2762.28,6277.90,5336.22,2573.94,5
17327,In-Store,0,0,null,"Los Angeles, CA",1162,2001,1748,Male,5855,222,Food and beverages,Credit Card,2021-11-25,2021,11,2021-12-01,2021,12,2021-12-10,2021,12,2021-12-18,2021,12,5855,6,Team Dynamo,2,0.08,4212.96,5266.20,4871.24,658.28,3
17330,In-Store,0,0,null,"Los Angeles, CA",1163,2001,1764,Male,5856,222,Food and beverages,Credit Card,2022-08-09,2022,8,2022-08-13,2022,8,2022-08-20,2022,8,2022-09-04,2022,9,5856,6,Team Dynamo,4,0.05,3165.21,4006.60,3806.27,641.06,4
17333,In-Store,0,0,null,"Los Angeles, CA",1164,2001,1784,Male,5857,222,Food and beverages,Credit Card,2022-04-12,2022,4,2022-04-15,2022,4,2022-04-21,2022,4,2022-04-25,2022,4,5857,6,Team Dynamo,3,0.05,563.81,1025.10,973.85,410.04,10
17339,In-Store,0,0,null,"Los Angeles, CA",1165,2001,1849,Male,5858,222,Food and beverages,Cash,2020-10-31,2020,10,2020-11-15,2020,11,2020-11-20,2020,11,2020-11-24,2020,11,5858,6,Team Dynamo,6,0.20,1215.85,1762.10,1409.68,193.83,6
17340,In-Store,0,0,null,"Los Angeles, CA",1166,2001,1859,Male,5859,222,Food and beverages,Ewallet,2020-12-02,2020,12,2020-12-04,2020,12,2020-12-07,2020,12,2020-12-08,2020,12,5859,6,Team Dynamo,6,0.20,816.60,1855.90,1484.72,668.12,5
17356,In-Store,0,0,null,"Los Angeles, CA",1167,2001,1976,Female,5860,222,Food and beverages,Cash,2022-08-14,2022,8,2022-09-13,2022,9,2022-09-15,2022,9,2022-09-23,2022,9,5860,6,Team Dynamo,1,0.10,2619.70,5239.40,4715.46,2095.76,8
17358,In-Store,0,0,null,"Los Angeles, CA",1168,2001,1987,Female,5861,222,Food and beverages,Cash,2020-06-17,2020,6,2020-07-03,2020,7,2020-07-11,2020,7,2020-07-23,2020,7,5861,6,Team Dynamo,1,0.10,2207.72,2659.90,2393.91,186.19,5
17394,In-Store,0,0,null,"Seattle, WA",1169,3001,2184,Male,5862,222,Food and beverages,Cash,2020-04-12,2020,4,2020-05-04,2020,5,2020-05-11,2020,5,2020-05-26,2020,5,5862,6,Team Dynamo,6,0.05,1801.76,2224.40,2113.18,311.42,10
17399,In-Store,0,0,null,"Seattle, WA",1170,3001,2216,Female,5863,222,Food and beverages,Cash,2021-04-22,2021,4,2021-05-01,2021,5,2021-05-02,2021,5,2021-05-06,2021,5,5863,6,Team Dynamo,6,0.40,668.93,1286.40,771.84,102.91,2
17407,In-Store,0,0,null,"Seattle, WA",1171,3001,2266,Male,5864,222,Food and beverages,Cash,2022-10-10,2022,10,2022-10-27,2022,10,2022-11-05,2022,11,2022-11-19,2022,11,5864,6,Team Dynamo,6,0.20,4100.27,5540.90,4432.72,332.45,2
17435,In-Store,0,0,null,"Seattle, WA",1172,3001,2427,Female,5865,222,Food and beverages,Cash,2020-11-13,2020,11,2020-11-17,2020,11,2020-11-23,2020,11,2020-12-02,2020,12,5865,6,Team Dynamo,5,0.15,442.20,1105.50,939.68,497.48,10
17450,In-Store,0,0,null,"Seattle, WA",1173,3001,2527,Male,5866,222,Food and beverages,Credit Card,2021-09-10,2021,9,2021-10-02,2021,10,2021-10-10,2021,10,2021-10-18,2021,10,5866,6,Team Dynamo,3,0.08,617.47,857.60,793.28,175.81,4
17471,In-Store,0,0,null,"Seattle, WA",1174,3001,2625,Male,5867,222,Food and beverages,Cash,2022-11-29,2022,11,2022-12-27,2022,12,2023-01-02,2023,1,2023-01-08,2023,1,5867,6,Team Dynamo,8,0.05,1472.53,2231.10,2119.55,647.02,6
17500,In-Store,0,0,null,"Seattle, WA",1175,3001,2765,Female,5868,222,Food and beverages,Cash,2020-07-17,2020,7,2020-07-31,2020,7,2020-08-04,2020,8,2020-08-06,2020,8,5868,6,Team Dynamo,4,0.10,2764.15,3839.10,3455.19,691.04,4
17502,In-Store,0,0,null,"Seattle, WA",1176,3001,2777,Male,5869,222,Food and beverages,Ewallet,2020-04-03,2020,4,2020-04-05,2020,4,2020-04-09,2020,4,2020-04-14,2020,4,5869,6,Team Dynamo,3,0.05,469.47,958.10,910.20,440.73,7
17513,In-Store,0,0,null,"Seattle, WA",1177,3001,2851,Male,5870,222,Food and beverages,Ewallet,2021-01-26,2021,1,2021-02-01,2021,2,2021-02-04,2021,2,2021-02-14,2021,2,5870,6,Team Dynamo,4,0.05,1136.66,1748.70,1661.27,524.61,4
17519,In-Store,0,0,null,"Seattle, WA",1178,3001,2871,Female,5871,222,Food and beverages,Credit Card,2020-06-17,2020,6,2020-06-19,2020,6,2020-06-25,2020,6,2020-06-27,2020,6,5871,6,Team Dynamo,7,0.08,1171.63,1748.70,1617.55,445.92,6
17525,In-Store,0,0,null,"Seattle, WA",1179,3001,2891,Female,5872,222,Food and beverages,Credit Card,2020-02-28,2020,2,2020-03-21,2020,3,2020-03-26,2020,3,2020-03-28,2020,3,5872,6,Team Dynamo,3,0.08,2216.83,5406.90,5001.38,2784.55,8
17527,In-Store,0,0,null,"Seattle, WA",1180,3001,2902,Male,5873,222,Food and beverages,Credit Card,2021-01-10,2021,1,2021-01-14,2021,1,2021-01-15,2021,1,2021-01-18,2021,1,5873,6,Team Dynamo,2,0.08,525.88,1118.90,1034.98,509.10,2
17544,In-Store,0,0,null,"Seattle, WA",1181,3001,2982,Male,5874,222,Food and beverages,Ewallet,2021-01-07,2021,1,2021-01-23,2021,1,2021-01-27,2021,1,2021-02-08,2021,2,5874,6,Team Dynamo,1,0.40,3777.80,5996.50,3597.90,-179.90,8
17546,In-Store,0,0,null,"Seattle, WA",1182,3001,3015,Female,5875,222,Food and beverages,Ewallet,2020-02-20,2020,2,2020-03-17,2020,3,2020-03-27,2020,3,2020-04-07,2020,4,5875,6,Team Dynamo,8,0.10,3163.20,5453.80,4908.42,1745.22,10
17561,In-Store,0,0,null,"Seattle, WA",1183,3001,3125,Female,5876,222,Food and beverages,Credit Card,2022-02-08,2022,2,2022-02-23,2022,2,2022-02-24,2022,2,2022-03-09,2022,3,5876,6,Team Dynamo,5,0.08,447.56,1118.90,1034.98,587.42,5
17574,In-Store,0,0,null,"Seattle, WA",1184,3001,3172,Female,5877,222,Food and beverages,Credit Card,2021-11-19,2021,11,2021-12-07,2021,12,2021-12-11,2021,12,2021-12-24,2021,12,5877,6,Team Dynamo,3,0.20,360.19,857.60,686.08,325.89,5
17582,In-Store,0,0,null,"Seattle, WA",1185,3001,3197,Male,5878,222,Food and beverages,Credit Card,2022-12-09,2022,12,2022-12-14,2022,12,2022-12-15,2022,12,2022-12-30,2022,12,5878,6,Team Dynamo,1,0.10,2505.26,3296.40,2966.76,461.50,3
17593,In-Store,0,0,null,"Seattle, WA",1186,3001,3271,Male,5879,222,Food and beverages,Credit Card,2021-06-10,2021,6,2021-06-21,2021,6,2021-06-26,2021,6,2021-07-05,2021,7,5879,6,Team Dynamo,6,0.20,1072.34,1949.70,1559.76,487.42,3
17609,In-Store,0,0,null,"Houston, TX",1187,1001,64,Female,5880,333,Electronic accessories,Cash,2022-06-07,2022,6,2022-06-12,2022,6,2022-06-14,2022,6,2022-06-24,2022,6,5880,6,Team Dynamo,3,0.30,1534.43,2324.90,1627.43,93.00,5
17624,In-Store,0,0,null,"Houston, TX",1188,1001,145,Female,5881,333,Electronic accessories,Ewallet,2022-02-09,2022,2,2022-03-05,2022,3,2022-03-14,2022,3,2022-03-15,2022,3,5881,6,Team Dynamo,1,0.08,1940.25,3959.70,3662.72,1722.47,5
17665,In-Store,0,0,null,"Houston, TX",1189,1001,371,Female,5882,333,Electronic accessories,Credit card,2022-04-03,2022,4,2022-04-11,2022,4,2022-04-19,2022,4,2022-04-29,2022,4,5882,6,Team Dynamo,8,0.08,1495.44,1869.30,1729.10,233.66,9
17667,In-Store,0,0,null,"Houston, TX",1190,1001,373,Male,5883,333,Electronic accessories,Credit card,2020-01-08,2020,1,2020-01-14,2020,1,2020-01-16,2020,1,2020-01-29,2020,1,5883,6,Team Dynamo,1,0.08,500.89,1192.60,1103.16,602.27,2
17694,In-Store,0,0,null,"Houston, TX",1191,1001,528,Female,5884,333,Electronic accessories,Credit card,2020-07-30,2020,7,2020-08-20,2020,8,2020-08-23,2020,8,2020-09-03,2020,9,5884,6,Team Dynamo,7,0.05,336.94,716.90,681.06,344.12,8
17699,In-Store,0,0,null,"Houston, TX",1192,1001,566,Female,5885,333,Electronic accessories,Ewallet,2022-09-09,2022,9,2022-09-18,2022,9,2022-09-24,2022,9,2022-10-04,2022,10,5885,6,Team Dynamo,2,0.10,2260.92,2659.90,2393.91,132.99,6
17711,In-Store,0,0,null,"Houston, TX",1193,1001,669,Male,5886,333,Electronic accessories,Cash,2022-04-09,2022,4,2022-04-27,2022,4,2022-05-01,2022,5,2022-05-04,2022,5,5886,6,Team Dynamo,6,0.08,2681.34,3886.00,3594.55,913.21,1
17714,In-Store,0,0,null,"Houston, TX",1194,1001,683,Female,5887,333,Electronic accessories,Cash,2022-09-06,2022,9,2022-10-03,2022,10,2022-10-09,2022,10,2022-10-18,2022,10,5887,6,Team Dynamo,2,0.10,556.44,1011.70,910.53,354.09,8
17716,In-Store,0,0,null,"Houston, TX",1195,1001,698,Female,5888,333,Electronic accessories,Ewallet,2021-09-20,2021,9,2021-10-10,2021,10,2021-10-20,2021,10,2021-11-04,2021,11,5888,6,Team Dynamo,3,0.20,122.21,214.40,171.52,49.31,5
17719,In-Store,0,0,null,"Houston, TX",1196,1001,705,Female,5889,333,Electronic accessories,Ewallet,2020-08-01,2020,8,2020-08-28,2020,8,2020-09-05,2020,9,2020-09-12,2020,9,5889,6,Team Dynamo,1,0.05,3125.95,3859.20,3666.24,540.29,10
17734,In-Store,0,0,null,"Houston, TX",1197,1001,816,Male,5890,333,Electronic accessories,Cash,2021-06-08,2021,6,2021-06-15,2021,6,2021-06-25,2021,6,2021-07-08,2021,7,5890,6,Team Dynamo,6,0.15,2782.18,5058.50,4299.73,1517.55,9
17746,In-Store,0,0,null,"Houston, TX",1198,1001,882,Male,5891,333,Electronic accessories,Cash,2022-04-07,2022,4,2022-04-09,2022,4,2022-04-14,2022,4,2022-04-19,2022,4,5891,6,Team Dynamo,1,0.10,4357.88,5380.10,4842.09,484.21,2
17759,In-Store,0,0,null,"Houston, TX",1199,1001,931,Female,5892,333,Electronic accessories,Ewallet,2021-05-26,2021,5,2021-06-10,2021,6,2021-06-12,2021,6,2021-06-21,2021,6,5892,6,Team Dynamo,5,0.15,718.24,897.80,763.13,44.89,7
17802,In-Store,0,0,null,"Los Angeles, CA",1200,2001,1180,Female,5893,333,Electronic accessories,Credit Card,2022-05-22,2022,5,2022-05-27,2022,5,2022-06-04,2022,6,2022-06-11,2022,6,5893,6,Team Dynamo,7,0.15,1275.01,2318.20,1970.47,695.46,8
17811,In-Store,0,0,null,"Los Angeles, CA",1201,2001,1256,Female,5894,333,Electronic accessories,Ewallet,2021-01-20,2021,1,2021-02-08,2021,2,2021-02-13,2021,2,2021-02-15,2021,2,5894,6,Team Dynamo,3,0.15,1215.65,1688.40,1435.14,219.49,9
17838,In-Store,0,0,null,"Los Angeles, CA",1202,2001,1383,Male,5895,333,Electronic accessories,Cash,2022-07-02,2022,7,2022-07-07,2022,7,2022-07-17,2022,7,2022-07-23,2022,7,5895,6,Team Dynamo,3,0.08,1379.66,1916.20,1772.49,392.83,10
17902,In-Store,0,0,null,"Los Angeles, CA",1203,2001,1776,Female,5896,333,Electronic accessories,Cash,2021-02-23,2021,2,2021-03-08,2021,3,2021-03-10,2021,3,2021-03-15,2021,3,5896,6,Team Dynamo,1,0.05,193.36,261.30,248.24,54.88,3
17911,In-Store,0,0,null,"Los Angeles, CA",1204,2001,1820,Male,5897,333,Electronic accessories,Cash,2021-03-26,2021,3,2021-04-24,2021,4,2021-04-29,2021,4,2021-05-06,2021,5,5897,6,Team Dynamo,1,0.08,990.53,2358.40,2181.52,1190.99,1
17912,In-Store,0,0,null,"Los Angeles, CA",1205,2001,1825,Female,5898,333,Electronic accessories,Ewallet,2022-06-27,2022,6,2022-07-24,2022,7,2022-07-30,2022,7,2022-08-06,2022,8,5898,6,Team Dynamo,7,0.05,112.36,261.30,248.24,135.88,7
17949,In-Store,0,0,null,"Los Angeles, CA",1206,2001,2015,Female,5899,333,Electronic accessories,Ewallet,2020-11-21,2020,11,2020-12-10,2020,12,2020-12-16,2020,12,2020-12-24,2020,12,5899,6,Team Dynamo,5,0.15,1922.90,3845.80,3268.93,1346.03,1
17952,In-Store,0,0,null,"Los Angeles, CA",1207,2001,2028,Female,5900,333,Electronic accessories,Cash,2022-04-02,2022,4,2022-04-29,2022,4,2022-05-09,2022,5,2022-05-24,2022,5,5900,6,Team Dynamo,5,0.10,135.01,207.70,186.93,51.92,3
17954,In-Store,0,0,null,"Los Angeles, CA",1208,2001,2045,Female,5901,333,Electronic accessories,Cash,2022-07-15,2022,7,2022-07-26,2022,7,2022-08-05,2022,8,2022-08-10,2022,8,5901,6,Team Dynamo,3,0.05,134.94,254.60,241.87,106.93,5
17963,In-Store,0,0,null,"Los Angeles, CA",1209,2001,2102,Male,5902,333,Electronic accessories,Cash,2022-11-23,2022,11,2022-12-15,2022,12,2022-12-24,2022,12,2022-12-25,2022,12,5902,6,Team Dynamo,2,0.30,1371.22,2539.30,1777.51,406.29,1
17989,In-Store,0,0,null,"Seattle, WA",1210,3001,2336,Male,5903,333,Electronic accessories,Cash,2020-03-01,2020,3,2020-03-31,2020,3,2020-04-06,2020,4,2020-04-08,2020,4,5903,6,Team Dynamo,8,0.40,517.78,1078.70,647.22,129.44,7
17998,In-Store,0,0,null,"Seattle, WA",1211,3001,2438,Female,5904,333,Electronic accessories,Ewallet,2021-02-05,2021,2,2021-03-06,2021,3,2021-03-12,2021,3,2021-03-17,2021,3,5904,6,Team Dynamo,1,0.15,722.73,1078.70,916.90,194.17,4
18000,In-Store,0,0,null,"Seattle, WA",1212,3001,2443,Male,5905,333,Electronic accessories,Ewallet,2022-08-17,2022,8,2022-08-21,2022,8,2022-08-25,2022,8,2022-09-03,2022,9,5905,6,Team Dynamo,8,0.10,511.61,1112.20,1000.98,489.37,7
18004,In-Store,0,0,null,"Seattle, WA",1213,3001,2453,Female,5906,333,Electronic accessories,Credit Card,2021-04-28,2021,4,2021-05-08,2021,5,2021-05-18,2021,5,2021-05-31,2021,5,5906,6,Team Dynamo,7,0.05,159.46,227.80,216.41,56.95,4
18048,In-Store,0,0,null,"Seattle, WA",1214,3001,2671,Male,5907,333,Electronic accessories,Ewallet,2022-11-11,2022,11,2022-11-29,2022,11,2022-12-01,2022,12,2022-12-14,2022,12,5907,6,Team Dynamo,2,0.05,1585.02,3865.90,3672.61,2087.59,8
18057,In-Store,0,0,null,"Seattle, WA",1215,3001,2734,Female,5908,333,Electronic accessories,Cash,2022-03-12,2022,3,2022-03-17,2022,3,2022-03-26,2022,3,2022-04-08,2022,4,5908,6,Team Dynamo,7,0.08,1269.25,1983.20,1834.46,565.21,5
18066,In-Store,0,0,null,"Seattle, WA",1216,3001,2800,Male,5909,333,Electronic accessories,Ewallet,2020-11-03,2020,11,2020-11-08,2020,11,2020-11-15,2020,11,2020-11-29,2020,11,5909,6,Team Dynamo,2,0.10,121.20,180.90,162.81,41.61,5
18086,In-Store,0,0,null,"Seattle, WA",1217,3001,2994,Female,5910,333,Electronic accessories,Credit Card,2020-08-12,2020,8,2020-08-15,2020,8,2020-08-23,2020,8,2020-09-02,2020,9,5910,6,Team Dynamo,2,0.10,502.50,837.50,753.75,251.25,6
18113,In-Store,0,0,null,"Seattle, WA",1218,3001,3096,Female,5911,333,Electronic accessories,Cash,2022-02-19,2022,2,2022-03-19,2022,3,2022-03-21,2022,3,2022-04-01,2022,4,5911,6,Team Dynamo,1,0.05,2247.85,3685.00,3500.75,1252.90,8
18121,In-Store,0,0,null,"Seattle, WA",1219,3001,3139,Male,5912,333,Electronic accessories,Ewallet,2022-05-13,2022,5,2022-05-22,2022,5,2022-05-25,2022,5,2022-06-05,2022,6,5912,6,Team Dynamo,8,0.30,455.20,1058.60,741.02,285.82,4
18124,In-Store,0,0,null,"Seattle, WA",1220,3001,3151,Male,5913,333,Electronic accessories,Credit Card,2022-10-07,2022,10,2022-10-11,2022,10,2022-10-13,2022,10,2022-10-25,2022,10,5913,6,Team Dynamo,7,0.05,1286.40,2010.00,1909.50,623.10,9
18126,In-Store,0,0,null,"Seattle, WA",1221,3001,3161,Male,5914,333,Electronic accessories,Ewallet,2020-04-11,2020,4,2020-04-21,2020,4,2020-04-24,2020,4,2020-04-29,2020,4,5914,6,Team Dynamo,2,0.30,1269.92,2351.70,1646.19,376.27,8
18150,In-Store,0,0,null,"Houston, TX",1222,1001,10,Female,5915,444,Health and beauty,Cash,2022-11-08,2022,11,2022-12-06,2022,12,2022-12-08,2022,12,2022-12-16,2022,12,5915,6,Team Dynamo,3,0.08,1024.63,2499.10,2311.67,1287.04,3
18161,In-Store,0,0,null,"Houston, TX",1223,1001,62,Male,5916,444,Health and beauty,Cash,2020-05-31,2020,5,2020-06-07,2020,6,2020-06-14,2020,6,2020-06-27,2020,6,5916,6,Team Dynamo,2,0.15,3575.19,5674.90,4823.67,1248.48,10
